x_var,y_var,point,diff_x,diff_y,distance,theta,diff_theta,cumulative_distance,r,cumulative_distance_10_actual,cumulative_distance_10_dummy,height,diff_height,_merge,grade
8.6403675,19.953222,507,-.060281754,.040187836,.074403301,-.98279375,-.39479113,40.209682,.18846245,402.09683,402,.052173916,.013043482,Matched (3),.17530784
8.5599918,19.973316,508,-.080375671,.020093918,.085083425,-1.3258177,-.34302396,40.294765,.24803931,402.94766,402,.052173916,.013043482,Matched (3),.15330227
8.5398989,20.073784,509,-.020092964,.10046768,.10522004,-.19739008,1.1284276,40.399986,.093244828,403.99988,403,.065217391,.013043474,Matched (3),.12396378
8.519805,20.15416,510,-.020093918,.080375671,.085083425,-.24497867,-.047588587,40.485069,1.7878956,404.85071,404,.052173916,-.013043474,Matched (3),-.15330218
8.4796171,20.234535,511,-.040187836,.080375671,.092285939,-.4636476,-.21866894,40.577354,.42203498,405.77356,405,.052173916,0,Matched (3),0
8.4193354,20.254629,512,-.060281754,.020093918,.065256007,-1.2490457,-.78539813,40.642612,.083086535,406.42612,406,.052173916,0,Matched (3),0
8.3590536,20.194347,513,-.060281754,-.060281754,.087550119,-2.3561945,-1.1071488,40.730164,.079077102,407.30164,407,.039130434,-.013043482,Matched (3),-.14898303
8.3389597,20.113972,514,-.020093918,-.080375671,.085083425,-2.8966141,-.54041958,40.815247,.15743957,408.15247,408,.039130434,0,Matched (3),0
8.3389597,20.033596,515,0,-.080375671,.082543045,3.1415927,6.0382071,40.897789,.013670126,408.97791,408,.039130434,0,Matched (3),0
8.3389597,19.953222,516,0,-.080373764,.082541093,3.1415927,0,40.980328,50000,409.80328,409,.039130434,0,Matched (3),0
8.3188658,19.892941,517,-.020093918,-.060281754,.065256007,-2.8198421,-5.9614348,41.045586,.010946359,410.45587,410,.052173916,.013043482,Matched (3),.1998817
8.258584,19.852753,518,-.060281754,-.040187836,.074403301,-2.1587989,.66104317,41.119987,.11255438,411.19989,411,.052173916,0,Matched (3),0
8.1782084,19.892941,519,-.080375671,.040187836,.092285939,-1.1071488,1.0516502,41.212273,.08775346,412.12274,412,.052173916,0,Matched (3),0
8.1380205,19.933128,520,-.040187836,.040187836,.058366749,-.78539819,.32175058,41.270641,.18140371,412.70642,412,.052173916,0,Matched (3),0
8.0576448,19.973316,521,-.080375671,.040187836,.092285939,-1.1071488,-.32175058,41.362926,.28682446,413.62927,413,.052173916,0,Matched (3),0
8.017458,20.033596,522,-.040186882,.060279846,.074401125,-.58800626,.51914251,41.437328,.14331542,414.37329,414,.052173916,0,Matched (3),0
7.9571757,20.073784,523,-.06028223,.040187836,.074403711,-.98279738,-.39479113,41.51173,.18846348,415.11731,415,.052173916,0,Matched (3),0
7.8968945,20.134066,524,-.060281277,.060281754,.087549776,-.78539419,.19740319,41.599281,.4435074,415.9928,415,.052173916,0,Matched (3),0
7.8366127,20.214441,525,-.060281754,.080375671,.10317881,-.6435011,.14189309,41.702461,.72715884,417.0246,417,.052173916,0,Matched (3),0
7.7964249,20.274723,526,-.040187836,.060281754,.074403301,-.58800262,.055498481,41.776863,1.3406367,417.76862,417,.052173916,0,Matched (3),0
7.756237,20.335005,527,-.040187836,.060281754,.074403301,-.58800262,0,41.851269,50000,418.5127,418,.052173916,0,Matched (3),0
7.7160492,20.395287,528,-.040187836,.060281754,.074403301,-.58800262,0,41.925671,50000,419.25671,419,.052173916,0,Matched (3),0
7.6557679,20.455568,529,-.060281277,.060281754,.087549776,-.78539419,-.19739157,42.013222,.44353351,420.1322,420,.065217391,.013043474,Matched (3),.14898352
7.5954862,20.51585,530,-.060281754,.060281754,.087550119,-.78539819,-3.9935112e-06,42.100769,21923.094,421.00769,421,.065217391,0,Matched (3),0
7.5552983,20.596226,531,-.040187836,.080375671,.092285939,-.4636476,.32175058,42.193058,.28682446,421.93057,421,.065217391,0,Matched (3),0
7.5352044,20.656507,532,-.020093918,.060281754,.065256007,-.32175055,.14189705,42.258312,.45988277,422.58313,422,.065217391,0,Matched (3),0
7.5151105,20.716789,533,-.020093918,.060281754,.065256007,-.32175055,0,42.32357,50000,423.23572,423,.065217391,0,Matched (3),0
7.4950166,20.777071,534,-.020093918,.060281754,.065256007,-.32175055,0,42.388824,50000,423.88824,423,.065217391,0,Matched (3),0
7.4749227,20.857447,535,-.020093918,.080375671,.085083425,-.24497867,.076771885,42.473907,1.1082628,424.73907,424,.065217391,0,Matched (3),0
7.4548287,20.937822,536,-.020093918,.080375671,.085083425,-.24497867,0,42.55899,50000,425.5899,425,.065217391,0,Matched (3),0
7.4548287,21.018196,537,0,.080373764,.082541093,0,.24497867,42.641533,.33693177,426.41534,426,.065217391,0,Matched (3),0
7.4548287,21.098572,538,0,.080375671,.082543045,0,0,42.724075,50000,427.24075,427,.078260869,.013043478,Matched (3),.15802032
7.4548287,21.178947,539,0,.080375671,.082543045,0,0,42.806618,50000,428.06616,428,.078260869,0,Matched (3),0
7.4950166,21.239229,540,.040187836,.060281754,.074403301,.58800262,.58800262,42.881023,.12653567,428.81024,428,.078260869,0,Matched (3),0
7.5352044,21.299511,541,.040187836,.060281754,.074403301,.58800262,0,42.955425,50000,429.55426,429,.078260869,0,Matched (3),0
7.5753922,21.359793,542,.040187836,.060281754,.074403301,.58800262,0,43.029827,50000,430.29828,430,.091304347,.013043478,Matched (3),.1753078
7.5954862,21.420074,543,.020093918,.060281754,.065256007,.32175055,-.26625207,43.095085,.24509108,430.95087,430,.091304347,.013043478,Matched (3),.19988164
7.635674,21.480356,544,.040187836,.060281754,.074403301,.58800262,.26625207,43.169487,.27944684,431.69489,431,.091304347,0,Matched (3),0
7.6557679,21.540638,545,.020093918,.060281754,.065256007,.32175055,-.26625207,43.234745,.24509108,432.34744,432,.091304347,0,Master only (1),0
7.6758618,21.60092,546,.020093918,.060281754,.065256007,.32175055,0,43.299999,50000,433,433,.078260869,-.013043478,Matched (3),-.19988164
