x_var,y_var,point,diff_x,diff_y,distance,theta,diff_theta,cumulative_distance,r,cumulative_distance_10_actual,cumulative_distance_10_dummy,height,cumulative_distance_2,cumulative_distance_3,cumulative_distance_4,cumulative_distance_5,cumulative_distance_6,cumulative_distance_7,cumulative_distance_8,cumulative_distance_9,cumulative_distance_10,cumulative_distance_11,cumulative_distance_12,cumulative_distance_13,cumulative_distance_14,cumulative_distance_15,cumulative_distance_16,cumulative_distance_17,cumulative_distance_18,cumulative_distance_19,cumulative_distance_20,cumulative_distance_21,cumulative_distance_22,cumulative_distance_23,height_hat,diff_height,_merge,grade
3266.6667,3000,807,26.666748,-13.333252,.030760564,2.0344403,-.32176328,21.569681,.095599987,215.69681,215,.57567567,,,,,,,,,,,,,,,,,,,,,,,,0,Master only (1),0
3280,2986.6667,808,13.333252,-13.333252,.019454546,2.3561945,.32175422,21.589136,.060463998,215.89136,215,.57567567,,,,,,,,,,,,,,,,,,,,,,,,0,Master only (1),0
3293.3333,2973.3333,809,13.333252,-13.333496,.019454725,2.3562036,9.0599060e-06,21.608589,2147.343,216.08589,216,.57567567,467.94342,10122.552,218971.05,4736781.5,102466064,2216545792,47948320768,1037218021376,22437099995136,485359355953152,1.0499293e+16,2.2712072e+17,4.9130753e+18,1.0627965e+20,2.2990413e+21,4.9732863e+22,1.0758212e+24,2.3272166e+25,5.0342349e+26,1.0890057e+28,2.3557370e+29,5.0959306e+30,.58181757,0,Matched (3),0
3306.6667,2960,810,13.333496,-13.333252,.019454725,2.3561854,-.000018119812,21.628044,1073.6715,216.28044,216,.57567567,467.94342,10122.552,218971.05,4736781.5,102466064,2216545792,47948320768,1037218021376,22437099995136,485359355953152,1.0499293e+16,2.2712072e+17,4.9130753e+18,1.0627965e+20,2.2990413e+21,4.9732863e+22,1.0758212e+24,2.3272166e+25,5.0342349e+26,1.0890057e+28,2.3557370e+29,5.0959306e+30,.58181757,0,Matched (3),0
3333.3333,2946.6667,811,26.666504,-13.333252,.030760339,2.0344439,-.32174158,21.658806,.095605731,216.58806,216,.57567567,467.94342,10122.552,218971.05,4736781.5,102466064,2216545792,47948320768,1037218021376,22437099995136,485359355953152,1.0499293e+16,2.2712072e+17,4.9130753e+18,1.0627965e+20,2.2990413e+21,4.9732863e+22,1.0758212e+24,2.3272166e+25,5.0342349e+26,1.0890057e+28,2.3557370e+29,5.0959306e+30,.58181757,0,Matched (3),0
3346.6667,2933.3333,812,13.333496,-13.333496,.019454902,2.3561945,.32175064,21.678261,.060465775,216.78261,216,.57567567,467.94342,10122.552,218971.05,4736781.5,102466064,2216545792,47948320768,1037218021376,22437099995136,485359355953152,1.0499293e+16,2.2712072e+17,4.9130753e+18,1.0627965e+20,2.2990413e+21,4.9732863e+22,1.0758212e+24,2.3272166e+25,5.0342349e+26,1.0890057e+28,2.3557370e+29,5.0959306e+30,.58181757,0,Matched (3),0
3360,2920,813,13.333252,-13.333252,.019454546,2.3561945,0,21.697714,50000,216.97714,216,.57567567,467.94342,10122.552,218971.05,4736781.5,102466064,2216545792,47948320768,1037218021376,22437099995136,485359355953152,1.0499293e+16,2.2712072e+17,4.9130753e+18,1.0627965e+20,2.2990413e+21,4.9732863e+22,1.0758212e+24,2.3272166e+25,5.0342349e+26,1.0890057e+28,2.3557370e+29,5.0959306e+30,.58181757,0,Matched (3),0
3386.6667,2906.6667,814,26.666748,-13.333252,.030760564,2.0344403,-.32175422,21.728476,.095602676,217.28476,217,.57567567,,,,,,,,,,,,,,,,,,,,,,,,0,Master only (1),0
3400,2893.3333,815,13.333252,-13.333496,.019454725,2.3562036,.32176328,21.747931,.060462851,217.47931,217,.57567567,,,,,,,,,,,,,,,,,,,,,,,,0,Master only (1),0
3413.3333,2880,816,13.333252,-13.333252,.019454546,2.3561945,-9.0599060e-06,21.767384,2147.3232,217.67383,217,.57567567,,,,,,,,,,,,,,,,,,,,,,,,0,Master only (1),0
3426.6667,2866.6667,817,13.333496,-13.333252,.019454725,2.3561854,-9.0599060e-06,21.786839,2147.343,217.86838,217,.57567567,,,,,,,,,,,,,,,,,,,,,,,,0,Master only (1),0
3440,2853.3333,818,13.333252,-13.333496,.019454725,2.3562036,.000018119812,21.806293,1073.6715,218.06293,218,.58108109,476.9856,10417.365,227515.27,4968933.5,108521512,2370109696,51763195904,1130508189696,24690301075456,539236163911680,1.1776917e+16,2.5720788e+17,5.6174203e+18,1.2268446e+20,2.6794287e+21,5.8518720e+22,1.2780489e+24,2.7912587e+25,6.0961092e+26,1.3313902e+28,2.9077564e+29,6.3505399e+30,.57989913,.005405426,Matched (3),.27784643
3466.6667,2840,819,26.666748,-13.333252,.030760564,2.0344403,-.32176328,21.837055,.095599987,218.37054,218,.58108109,476.9856,10417.365,227515.27,4968933.5,108521512,2370109696,51763195904,1130508189696,24690301075456,539236163911680,1.1776917e+16,2.5720788e+17,5.6174203e+18,1.2268446e+20,2.6794287e+21,5.8518720e+22,1.2780489e+24,2.7912587e+25,6.0961092e+26,1.3313902e+28,2.9077564e+29,6.3505399e+30,.57989913,.005405426,Matched (3),.17572585
3480,2826.6667,820,13.333252,-13.333252,.019454546,2.3561945,.32175422,21.856508,.060463998,218.56508,218,.58108109,476.9856,10417.365,227515.27,4968933.5,108521512,2370109696,51763195904,1130508189696,24690301075456,539236163911680,1.1776917e+16,2.5720788e+17,5.6174203e+18,1.2268446e+20,2.6794287e+21,5.8518720e+22,1.2780489e+24,2.7912587e+25,6.0961092e+26,1.3313902e+28,2.9077564e+29,6.3505399e+30,.57989913,.005405426,Matched (3),.27784899
3493.3333,2813.3333,821,13.333252,-13.333496,.019454725,2.3562036,9.0599060e-06,21.875963,2147.343,218.75963,218,.58108109,476.9856,10417.365,227515.27,4968933.5,108521512,2370109696,51763195904,1130508189696,24690301075456,539236163911680,1.1776917e+16,2.5720788e+17,5.6174203e+18,1.2268446e+20,2.6794287e+21,5.8518720e+22,1.2780489e+24,2.7912587e+25,6.0961092e+26,1.3313902e+28,2.9077564e+29,6.3505399e+30,.57989913,.005405426,Matched (3),.27784643
3506.6667,2800,822,13.333496,-13.333252,.019454725,2.3561854,-.000018119812,21.895418,1073.6715,218.95418,218,.58108109,476.9856,10417.365,227515.27,4968933.5,108521512,2370109696,51763195904,1130508189696,24690301075456,539236163911680,1.1776917e+16,2.5720788e+17,5.6174203e+18,1.2268446e+20,2.6794287e+21,5.8518720e+22,1.2780489e+24,2.7912587e+25,6.0961092e+26,1.3313902e+28,2.9077564e+29,6.3505399e+30,.57989913,.005405426,Matched (3),.27784643
3520,2786.6667,823,13.333252,-13.333252,.019454546,2.3561945,9.0599060e-06,21.914873,2147.3232,219.14873,219,.58648646,481.53925,10566.897,231880.03,5088376,111659328,2450252544,53768347648,1179892711424,25891568615424,568164647698432,1.2467806e+16,2.7359357e+17,6.0037381e+18,1.3174603e+20,2.8910354e+21,6.3440884e+22,1.3921470e+24,3.0549275e+25,6.7037335e+26,1.4710675e+28,3.2281107e+29,7.0837667e+30,.57870084,.0054053664,Matched (3),.27784592
3546.6667,2773.3333,824,26.666748,-13.333496,.030760676,2.0344477,-.32174683,21.945633,.095605217,219.45633,219,.58648646,481.53925,10566.897,231880.03,5088376,111659328,2450252544,53768347648,1179892711424,25891568615424,568164647698432,1.2467806e+16,2.7359357e+17,6.0037381e+18,1.3174603e+20,2.8910354e+21,6.3440884e+22,1.3921470e+24,3.0549275e+25,6.7037335e+26,1.4710675e+28,3.2281107e+29,7.0837667e+30,.57870084,.0054053664,Matched (3),.17572327
3560,2760,825,13.333252,-13.333252,.019454546,2.3561945,.32174683,21.965088,.060465388,219.65088,219,.58648646,481.53925,10566.897,231880.03,5088376,111659328,2450252544,53768347648,1179892711424,25891568615424,568164647698432,1.2467806e+16,2.7359357e+17,6.0037381e+18,1.3174603e+20,2.8910354e+21,6.3440884e+22,1.3921470e+24,3.0549275e+25,6.7037335e+26,1.4710675e+28,3.2281107e+29,7.0837667e+30,.57870084,.0054053664,Matched (3),.27784592
3573.3333,2746.6667,826,13.333252,-13.333252,.019454546,2.3561945,0,21.984543,50000,219.84543,219,.58648646,481.53925,10566.897,231880.03,5088376,111659328,2450252544,53768347648,1179892711424,25891568615424,568164647698432,1.2467806e+16,2.7359357e+17,6.0037381e+18,1.3174603e+20,2.8910354e+21,6.3440884e+22,1.3921470e+24,3.0549275e+25,6.7037335e+26,1.4710675e+28,3.2281107e+29,7.0837667e+30,.57870084,.0054053664,Matched (3),.27784592
3586.6667,2733.3333,827,13.333496,-13.333496,.019454902,2.3561945,0,22.003998,50000,220.03998,220,.58648646,,,,,,,,,,,,,,,,,,,,,,,,0,Master only (1),0
3600,2720,828,13.333252,-13.333252,.019454546,2.3561945,0,22.023453,50000,220.23453,220,.58648646,,,,,,,,,,,,,,,,,,,,,,,,0,Master only (1),0
3613.3333,2706.6667,829,13.333252,-13.333252,.019454546,2.3561945,0,22.042906,50000,220.42906,220,.58648646,,,,,,,,,,,,,,,,,,,,,,,,0,Master only (1),0
3626.6667,2693.3333,830,13.333496,-13.333496,.019454902,2.3561945,0,22.062361,50000,220.62361,220,.58648646,,,,,,,,,,,,,,,,,,,,,,,,0,Master only (1),0
3653.3333,2680,831,26.666504,-13.333252,.030760339,2.0344439,-.32175064,22.093122,.095603034,220.93123,220,.58648646,,,,,,,,,,,,,,,,,,,,,,,,0,Master only (1),0
3666.6667,2680,832,13.333496,0,.013756693,1.5707964,-.46364748,22.106878,.029670587,221.06879,221,.58108109,490.71112,10870.233,240797.41,5334144,118161968,2617523968,57983389696,1284448059392,28453095079936,630292960247808,1.3962250e+16,3.0929176e+17,6.8514313e+18,1.5177291e+20,3.3620736e+21,7.4476658e+22,1.6498069e+24,3.6546523e+25,8.0957860e+26,1.7933785e+28,3.9726923e+29,8.8003078e+30,.57582527,-.0054053664,Matched (3),-.39292628
3680,2666.6667,833,13.333252,-13.333252,.019454546,2.3561945,.78539813,22.126333,.024770299,221.26334,221,.58108109,490.71112,10870.233,240797.41,5334144,118161968,2617523968,57983389696,1284448059392,28453095079936,630292960247808,1.3962250e+16,3.0929176e+17,6.8514313e+18,1.5177291e+20,3.3620736e+21,7.4476658e+22,1.6498069e+24,3.6546523e+25,8.0957860e+26,1.7933785e+28,3.9726923e+29,8.8003078e+30,.57582527,-.0054053664,Matched (3),-.27784592
3693.3333,2653.3333,834,13.333252,-13.333496,.019454725,2.3562036,9.0599060e-06,22.145788,2147.343,221.45789,221,.58108109,490.71112,10870.233,240797.41,5334144,118161968,2617523968,57983389696,1284448059392,28453095079936,630292960247808,1.3962250e+16,3.0929176e+17,6.8514313e+18,1.5177291e+20,3.3620736e+21,7.4476658e+22,1.6498069e+24,3.6546523e+25,8.0957860e+26,1.7933785e+28,3.9726923e+29,8.8003078e+30,.57582527,-.0054053664,Matched (3),-.27784339
3706.6667,2640,835,13.333496,-13.333252,.019454725,2.3561854,-.000018119812,22.165243,1073.6715,221.65244,221,.58108109,490.71112,10870.233,240797.41,5334144,118161968,2617523968,57983389696,1284448059392,28453095079936,630292960247808,1.3962250e+16,3.0929176e+17,6.8514313e+18,1.5177291e+20,3.3620736e+21,7.4476658e+22,1.6498069e+24,3.6546523e+25,8.0957860e+26,1.7933785e+28,3.9726923e+29,8.8003078e+30,.57582527,-.0054053664,Matched (3),-.27784339
3720,2626.6667,836,13.333252,-13.333252,.019454546,2.3561945,9.0599060e-06,22.184696,2147.3232,221.84695,221,.58108109,490.71112,10870.233,240797.41,5334144,118161968,2617523968,57983389696,1284448059392,28453095079936,630292960247808,1.3962250e+16,3.0929176e+17,6.8514313e+18,1.5177291e+20,3.3620736e+21,7.4476658e+22,1.6498069e+24,3.6546523e+25,8.0957860e+26,1.7933785e+28,3.9726923e+29,8.8003078e+30,.57582527,-.0054053664,Matched (3),-.27784592
3733.3333,2613.3333,837,13.333252,-13.333496,.019454725,2.3562036,9.0599060e-06,22.204151,2147.343,222.0415,222,.58108109,495.32956,11024.055,245351.38,5460540.5,121529784,2704766976,60197294080,1339751006208,29817500073984,663618282586112,1.4769490e+16,3.2870976e+17,7.3157644e+18,1.6281966e+20,3.6237145e+21,8.0649390e+22,1.7949329e+24,3.9948025e+25,8.8908333e+26,1.9787438e+28,4.4038924e+29,9.8013032e+30,.57420623,0,Matched (3),0
3746.6667,2600,838,13.333496,-13.333252,.019454725,2.3561854,-.000018119812,22.223606,1073.6715,222.23605,222,.58108109,495.32956,11024.055,245351.38,5460540.5,121529784,2704766976,60197294080,1339751006208,29817500073984,663618282586112,1.4769490e+16,3.2870976e+17,7.3157644e+18,1.6281966e+20,3.6237145e+21,8.0649390e+22,1.7949329e+24,3.9948025e+25,8.8908333e+26,1.9787438e+28,4.4038924e+29,9.8013032e+30,.57420623,0,Matched (3),0
3760,2586.6667,839,13.333252,-13.333252,.019454546,2.3561945,9.0599060e-06,22.243061,2147.3232,222.4306,222,.58108109,495.32956,11024.055,245351.38,5460540.5,121529784,2704766976,60197294080,1339751006208,29817500073984,663618282586112,1.4769490e+16,3.2870976e+17,7.3157644e+18,1.6281966e+20,3.6237145e+21,8.0649390e+22,1.7949329e+24,3.9948025e+25,8.8908333e+26,1.9787438e+28,4.4038924e+29,9.8013032e+30,.57420623,0,Matched (3),0
3773.3333,2573.3333,840,13.333252,-13.333496,.019454725,2.3562036,9.0599060e-06,22.262516,2147.343,222.62515,222,.58108109,495.32956,11024.055,245351.38,5460540.5,121529784,2704766976,60197294080,1339751006208,29817500073984,663618282586112,1.4769490e+16,3.2870976e+17,7.3157644e+18,1.6281966e+20,3.6237145e+21,8.0649390e+22,1.7949329e+24,3.9948025e+25,8.8908333e+26,1.9787438e+28,4.4038924e+29,9.8013032e+30,.57420623,0,Matched (3),0
3800,2560,841,26.666748,-13.333252,.030760564,2.0344403,-.32176328,22.293276,.095599987,222.93275,222,.58108109,495.32956,11024.055,245351.38,5460540.5,121529784,2704766976,60197294080,1339751006208,29817500073984,663618282586112,1.4769490e+16,3.2870976e+17,7.3157644e+18,1.6281966e+20,3.6237145e+21,8.0649390e+22,1.7949329e+24,3.9948025e+25,8.8908333e+26,1.9787438e+28,4.4038924e+29,9.8013032e+30,.57420623,0,Matched (3),0
3813.3333,2546.6667,842,13.333252,-13.333252,.019454546,2.3561945,.32175422,22.312731,.060463998,223.1273,223,.57567567,499.96964,11179.321,249969.63,5589321,124977224,2794490880,62484815872,1397160542208,31240509980672,698537843097600,1.5619306e+16,3.4924771e+17,7.8091785e+18,1.7461323e+20,3.9043521e+21,8.7301315e+22,1.9520575e+24,4.3648008e+25,9.7596941e+26,2.1822677e+28,4.8795506e+29,1.0910676e+31,.57239431,-.005405426,Matched (3),-.27784899
3826.6667,2533.3333,843,13.333496,-13.333496,.019454902,2.3561945,0,22.332186,50000,223.32185,223,.57567567,499.96964,11179.321,249969.63,5589321,124977224,2794490880,62484815872,1397160542208,31240509980672,698537843097600,1.5619306e+16,3.4924771e+17,7.8091785e+18,1.7461323e+20,3.9043521e+21,8.7301315e+22,1.9520575e+24,4.3648008e+25,9.7596941e+26,2.1822677e+28,4.8795506e+29,1.0910676e+31,.57239431,-.005405426,Matched (3),-.27784392
3853.3333,2520,844,26.666504,-13.333252,.030760339,2.0344439,-.32175064,22.362946,.095603034,223.62946,223,.57567567,499.96964,11179.321,249969.63,5589321,124977224,2794490880,62484815872,1397160542208,31240509980672,698537843097600,1.5619306e+16,3.4924771e+17,7.8091785e+18,1.7461323e+20,3.9043521e+21,8.7301315e+22,1.9520575e+24,4.3648008e+25,9.7596941e+26,2.1822677e+28,4.8795506e+29,1.0910676e+31,.57239431,-.005405426,Matched (3),-.17572713
3866.6667,2506.6667,845,13.333496,-13.333252,.019454725,2.3561854,.32174158,22.382401,.060466927,223.82401,223,.57567567,499.96964,11179.321,249969.63,5589321,124977224,2794490880,62484815872,1397160542208,31240509980672,698537843097600,1.5619306e+16,3.4924771e+17,7.8091785e+18,1.7461323e+20,3.9043521e+21,8.7301315e+22,1.9520575e+24,4.3648008e+25,9.7596941e+26,2.1822677e+28,4.8795506e+29,1.0910676e+31,.57239431,-.005405426,Matched (3),-.27784643
3880,2493.3333,846,13.333252,-13.333496,.019454725,2.3562036,.000018119812,22.401855,1073.6715,224.01855,224,.57567567,504.63132,11336.038,254652.78,5720520,128505768,2886753792,64848035840,1456746397696,32724349878272,735119824388096,1.6513733e+16,3.7096450e+17,8.3333471e+18,1.8720032e+20,4.2052680e+21,9.4467136e+22,2.1221098e+24,4.7671077e+25,1.0708832e+27,2.4056320e+28,5.4040118e+29,1.2139572e+31,.5704174,0,Matched (3),0
3893.3333,2480,847,13.333252,-13.333252,.019454546,2.3561945,-9.0599060e-06,22.42131,2147.3232,224.2131,224,.57567567,504.63132,11336.038,254652.78,5720520,128505768,2886753792,64848035840,1456746397696,32724349878272,735119824388096,1.6513733e+16,3.7096450e+17,8.3333471e+18,1.8720032e+20,4.2052680e+21,9.4467136e+22,2.1221098e+24,4.7671077e+25,1.0708832e+27,2.4056320e+28,5.4040118e+29,1.2139572e+31,.5704174,0,Matched (3),0
3906.6667,2466.6667,848,13.333496,-13.333252,.019454725,2.3561854,-9.0599060e-06,22.440765,2147.343,224.40765,224,.57567567,504.63132,11336.038,254652.78,5720520,128505768,2886753792,64848035840,1456746397696,32724349878272,735119824388096,1.6513733e+16,3.7096450e+17,8.3333471e+18,1.8720032e+20,4.2052680e+21,9.4467136e+22,2.1221098e+24,4.7671077e+25,1.0708832e+27,2.4056320e+28,5.4040118e+29,1.2139572e+31,.5704174,0,Matched (3),0
3933.3333,2453.3333,849,26.666504,-13.333496,.03076045,2.0344512,-.32173419,22.471525,.095608272,224.71526,224,.57567567,504.63132,11336.038,254652.78,5720520,128505768,2886753792,64848035840,1456746397696,32724349878272,735119824388096,1.6513733e+16,3.7096450e+17,8.3333471e+18,1.8720032e+20,4.2052680e+21,9.4467136e+22,2.1221098e+24,4.7671077e+25,1.0708832e+27,2.4056320e+28,5.4040118e+29,1.2139572e+31,.5704174,0,Matched (3),0
3946.6667,2440,850,13.333496,-13.333252,.019454725,2.3561854,.32173419,22.49098,.060468316,224.90981,224,.57567567,504.63132,11336.038,254652.78,5720520,128505768,2886753792,64848035840,1456746397696,32724349878272,735119824388096,1.6513733e+16,3.7096450e+17,8.3333471e+18,1.8720032e+20,4.2052680e+21,9.4467136e+22,2.1221098e+24,4.7671077e+25,1.0708832e+27,2.4056320e+28,5.4040118e+29,1.2139572e+31,.5704174,0,Matched (3),0
3973.3333,2426.6667,851,26.666504,-13.333252,.030760339,2.0344439,-.32174158,22.52174,.095605731,225.21741,225,.57567567,,,,,,,,,,,,,,,,,,,,,,,,0,Master only (1),0
3986.6667,2413.3333,852,13.333496,-13.333496,.019454902,2.3561945,.32175064,22.541195,.060465775,225.41196,225,.57567567,,,,,,,,,,,,,,,,,,,,,,,,0,Master only (1),0
4000,2400,853,13.333252,-13.333252,.019454546,2.3561945,0,22.56065,50000,225.60651,225,.57567567,,,,,,,,,,,,,,,,,,,,,,,,0,Master only (1),0
4013.3333,2386.6667,854,13.333252,-13.333252,.019454546,2.3561945,0,22.580105,50000,225.80106,225,.57567567,,,,,,,,,,,,,,,,,,,,,,,,0,Master only (1),0
4026.6667,2373.3333,855,13.333496,-13.333496,.019454902,2.3561945,0,22.59956,50000,225.99561,225,.57567567,,,,,,,,,,,,,,,,,,,,,,,,0,Master only (1),0
4053.3333,2360,856,26.666504,-13.333252,.030760339,2.0344439,-.32175064,22.63032,.095603034,226.30319,226,.57567567,514.01965,11653.854,264216.19,5990309.5,135812304,3079136512,69810184192,1582736605184,35883805835264,813557671264256,1.8444980e+16,4.1818461e+17,9.4810822e+18,2.1495510e+20,4.8734623e+21,1.1049114e+23,2.5050552e+24,5.6794615e+25,1.2876475e+27,2.9193547e+28,6.6187608e+29,1.5006055e+31,.56615788,0,Matched (3),0
4080,2346.6667,857,26.666748,-13.333252,.030760564,2.0344403,-3.5762787e-06,22.661079,8601.2773,226.61079,226,.57567567,514.01965,11653.854,264216.19,5990309.5,135812304,3079136512,69810184192,1582736605184,35883805835264,813557671264256,1.8444980e+16,4.1818461e+17,9.4810822e+18,2.1495510e+20,4.8734623e+21,1.1049114e+23,2.5050552e+24,5.6794615e+25,1.2876475e+27,2.9193547e+28,6.6187608e+29,1.5006055e+31,.56615788,0,Matched (3),0
4093.3333,2333.3333,858,13.333252,-13.333496,.019454725,2.3562036,.32176328,22.680534,.060462851,226.80534,226,.57567567,514.01965,11653.854,264216.19,5990309.5,135812304,3079136512,69810184192,1582736605184,35883805835264,813557671264256,1.8444980e+16,4.1818461e+17,9.4810822e+18,2.1495510e+20,4.8734623e+21,1.1049114e+23,2.5050552e+24,5.6794615e+25,1.2876475e+27,2.9193547e+28,6.6187608e+29,1.5006055e+31,.56615788,0,Matched (3),0
4120,2320,859,26.666748,-13.333252,.030760564,2.0344403,-.32176328,22.711296,.095599987,227.11296,227,.57567567,,,,,,,,,,,,,,,,,,,,,,,,0,Master only (1),0
4133.3335,2306.6667,860,13.333496,-13.333252,.019454725,2.3561854,.32174516,22.730751,.060466256,227.30751,227,.57567567,,,,,,,,,,,,,,,,,,,,,,,,0,Master only (1),0
4146.6665,2293.3333,861,13.333008,-13.333496,.019454546,2.3562129,.000027418137,22.750204,709.55029,227.50204,227,.57567567,,,,,,,,,,,,,,,,,,,,,,,,0,Master only (1),0
4160,2280,862,13.333496,-13.333252,.019454725,2.3561854,-.000027418137,22.769659,709.55682,227.69659,227,.57567567,,,,,,,,,,,,,,,,,,,,,,,,0,Master only (1),0
4186.6665,2266.6667,863,26.666504,-13.333252,.030760339,2.0344439,-.32174158,22.800419,.095605731,228.00418,228,.57567567,523.49445,11977.554,274046.44,6270183,143461792,3282405888,75101446144,1718321283072,39315191103488,899531642241024,2.0581286e+16,4.7089984e+17,1.0774188e+19,2.4651344e+20,5.6402277e+21,1.2904842e+23,2.9526279e+24,6.7556132e+25,1.5456844e+27,3.5365260e+28,8.0915717e+29,1.8513517e+31,.56137389,0,Matched (3),0
4213.3335,2253.3333,864,26.666992,-13.333496,.030760901,2.0344439,0,22.831181,50000,228.3118,228,.57567567,523.49445,11977.554,274046.44,6270183,143461792,3282405888,75101446144,1718321283072,39315191103488,899531642241024,2.0581286e+16,4.7089984e+17,1.0774188e+19,2.4651344e+20,5.6402277e+21,1.2904842e+23,2.9526279e+24,6.7556132e+25,1.5456844e+27,3.5365260e+28,8.0915717e+29,1.8513517e+31,.56137389,0,Matched (3),0
4240,2240,865,26.666504,-13.333252,.030760339,2.0344439,0,22.86194,50000,228.6194,228,.57567567,523.49445,11977.554,274046.44,6270183,143461792,3282405888,75101446144,1718321283072,39315191103488,899531642241024,2.0581286e+16,4.7089984e+17,1.0774188e+19,2.4651344e+20,5.6402277e+21,1.2904842e+23,2.9526279e+24,6.7556132e+25,1.5456844e+27,3.5365260e+28,8.0915717e+29,1.8513517e+31,.56137389,0,Matched (3),0
4266.6665,2240,866,26.666504,0,.027512884,1.5707964,-.46364748,22.889454,.05934009,228.89453,228,.57567567,523.49445,11977.554,274046.44,6270183,143461792,3282405888,75101446144,1718321283072,39315191103488,899531642241024,2.0581286e+16,4.7089984e+17,1.0774188e+19,2.4651344e+20,5.6402277e+21,1.2904842e+23,2.9526279e+24,6.7556132e+25,1.5456844e+27,3.5365260e+28,8.0915717e+29,1.8513517e+31,.56137389,0,Matched (3),0
4280,2213.3333,867,13.333496,-26.666748,.030760676,2.6779413,1.107145,22.920214,.027783783,229.20213,229,.5702703,528.26428,12141.628,279063.19,6413988.5,147419120,3388281088,77876256768,1789907959808,41139247775744,945544499298304,2.1732397e+16,4.9949741e+17,1.1480450e+19,2.6386666e+20,6.0647116e+21,1.3939134e+23,3.2037708e+24,7.3635469e+25,1.6924377e+27,3.8898990e+28,8.9405444e+29,2.0548949e+31,.55877697,-.0054053664,Matched (3),-.17572327
4280,2186.6667,868,0,-26.666504,.027512884,3.1415927,.46365142,22.947727,.059339587,229.47726,229,.5702703,528.26428,12141.628,279063.19,6413988.5,147419120,3388281088,77876256768,1789907959808,41139247775744,945544499298304,2.1732397e+16,4.9949741e+17,1.1480450e+19,2.6386666e+20,6.0647116e+21,1.3939134e+23,3.2037708e+24,7.3635469e+25,1.6924377e+27,3.8898990e+28,8.9405444e+29,2.0548949e+31,.55877697,-.0054053664,Matched (3),-.19646673
4280,2160,869,0,-26.666748,.027513135,3.1415927,0,22.975241,50000,229.75241,229,.5702703,528.26428,12141.628,279063.19,6413988.5,147419120,3388281088,77876256768,1789907959808,41139247775744,945544499298304,2.1732397e+16,4.9949741e+17,1.1480450e+19,2.6386666e+20,6.0647116e+21,1.3939134e+23,3.2037708e+24,7.3635469e+25,1.6924377e+27,3.8898990e+28,8.9405444e+29,2.0548949e+31,.55877697,-.0054053664,Matched (3),-.19646494
4293.3335,2133.3333,870,13.333496,-26.666748,.030760676,2.6779413,-.46365142,23.006001,.066344403,230.06,230,.56486487,533.05573,12307.19,284148.41,6560418,151466928,3497068288,80740311040,1864132198400,43039082938368,993686317957120,2.2942229e+16,5.2969017e+17,1.2229486e+19,2.8235437e+20,6.5189976e+21,1.5051061e+23,3.4749890e+24,8.0230544e+25,1.8523627e+27,4.2767347e+28,9.8741253e+29,2.2797379e+31,.55605716,-.005405426,Matched (3),-.17572521
4320,2133.3333,871,26.666504,0,.027512884,1.5707964,-1.107145,23.033514,.0248503,230.33514,230,.56486487,533.05573,12307.19,284148.41,6560418,151466928,3497068288,80740311040,1864132198400,43039082938368,993686317957120,2.2942229e+16,5.2969017e+17,1.2229486e+19,2.8235437e+20,6.5189976e+21,1.5051061e+23,3.4749890e+24,8.0230544e+25,1.8523627e+27,4.2767347e+28,9.8741253e+29,2.2797379e+31,.55605716,-.005405426,Matched (3),-.1964689
4333.3335,2160,872,13.333496,26.666748,.030760676,.46365127,-1.1071451,23.064276,.027783779,230.64276,230,.56486487,533.05573,12307.19,284148.41,6560418,151466928,3497068288,80740311040,1864132198400,43039082938368,993686317957120,2.2942229e+16,5.2969017e+17,1.2229486e+19,2.8235437e+20,6.5189976e+21,1.5051061e+23,3.4749890e+24,8.0230544e+25,1.8523627e+27,4.2767347e+28,9.8741253e+29,2.2797379e+31,.55605716,-.005405426,Matched (3),-.17572521
4346.6665,2186.6667,873,13.333008,26.666748,.03076045,.46363664,-.00001463294,23.095036,2102.1375,230.95035,230,.56486487,533.05573,12307.19,284148.41,6560418,151466928,3497068288,80740311040,1864132198400,43039082938368,993686317957120,2.2942229e+16,5.2969017e+17,1.2229486e+19,2.8235437e+20,6.5189976e+21,1.5051061e+23,3.4749890e+24,8.0230544e+25,1.8523627e+27,4.2767347e+28,9.8741253e+29,2.2797379e+31,.55605716,-.005405426,Matched (3),-.17572649
4346.6665,2200,874,0,13.333252,.013756442,0,-.46363664,23.108791,.02967074,231.08792,231,.56486487,,,,,,,,,,,,,,,,,,,,,,,,0,Master only (1),0
4346.6665,2226.6667,875,0,26.666748,.027513135,0,0,23.136305,50000,231.36305,231,.56486487,,,,,,,,,,,,,,,,,,,,,,,,0,Master only (1),0
4346.6665,2253.3333,876,0,26.666504,.027512884,0,0,23.163818,50000,231.63818,231,.56486487,,,,,,,,,,,,,,,,,,,,,,,,0,Master only (1),0
4346.6665,2280,877,0,26.666748,.027513135,0,0,23.19133,50000,231.9133,231,.56486487,,,,,,,,,,,,,,,,,,,,,,,,0,Master only (1),0
